year,ethnicity,legislation_type,geography,stops,population,rate
2013/14,Black,All,Suffolk,82,6854,11.96
2014/15,Black,All,Suffolk,326,6854,47.56
2015/16,Black,All,Suffolk,174,6854,25.39
2016/17,Black,All,Suffolk,208,6854,30.35
2017/18,Black,All,Suffolk,120,6854,17.51
2018/19,Black,All,Suffolk,123,6854,17.95
2019/20,Black,All,Suffolk,181,6854,26.41
2006/07,Black,All,Surrey,456,12430,36.690000000000005
2007/08,Black,All,Surrey,665,12430,53.5
2008/09,Black,All,Surrey,694,12430,55.83
2009/10,Black,All,Surrey,571,12430,45.94
2010/11,Black,All,Surrey,625,12430,50.28
2011/12,Black,All,Surrey,755,12430,60.74
2012/13,Black,All,Surrey,819,12430,65.89
2013/14,Black,All,Surrey,795,12430,63.96
2014/15,Black,All,Surrey,604,12430,48.59
2015/16,Black,All,Surrey,473,12430,38.05
2016/17,Black,All,Surrey,350,12430,28.16
2017/18,Black,All,Surrey,348,12430,28
2018/19,Black,All,Surrey,409,12430,32.9
2019/20,Black,All,Surrey,420,12430,33.790000000000006
2006/07,Black,All,Sussex,613,14246,43.03
2007/08,Black,All,Sussex,978,14246,68.64999999999999
2008/09,Black,All,Sussex,715,14246,50.190000000000005
2009/10,Black,All,Sussex,645,14246,45.28
2010/11,Black,All,Sussex,905,14246,63.53
2011/12,Black,All,Sussex,1196,14246,83.95
2012/13,Black,All,Sussex,1147,14246,80.51
2013/14,Black,All,Sussex,1040,14246,73
2014/15,Black,All,Sussex,749,14246,52.58
2015/16,Black,All,Sussex,631,14246,44.290000000000006
2016/17,Black,All,Sussex,573,14246,40.220000000000006
2017/18,Black,All,Sussex,531,14246,37.27
2018/19,Black,All,Sussex,614,14246,43.1
2019/20,Black,All,Sussex,673,14246,47.24
2006/07,Black,All,Thames Valley,1727,69013,25.02
2007/08,Black,All,Thames Valley,1809,69013,26.21
2008/09,Black,All,Thames Valley,2036,69013,29.5
2009/10,Black,All,Thames Valley,2957,69013,42.849999999999994
2010/11,Black,All,Thames Valley,3146,69013,45.59
2011/12,Black,All,Thames Valley,1684,69013,24.4
2012/13,Black,All,Thames Valley,1432,69013,20.75
2013/14,Black,All,Thames Valley,1506,69013,21.82
2014/15,Black,All,Thames Valley,1246,69013,18.05
2015/16,Black,All,Thames Valley,973,69013,14.1
2016/17,Black,All,Thames Valley,865,69013,12.53
2017/18,Black,All,Thames Valley,710,69013,10.29
2018/19,Black,All,Thames Valley,776,69013,11.239999999999998
2019/20,Black,All,Thames Valley,1139,69013,16.5
2006/07,Black,All,Warwickshire,128,4443,28.810000000000002
2007/08,Black,All,Warwickshire,151,4443,33.99
2008/09,Black,All,Warwickshire,198,4443,44.56
2009/10,Black,All,Warwickshire,249,4443,56.04
2010/11,Black,All,Warwickshire,166,4443,37.36
2011/12,Black,All,Warwickshire,144,4443,32.41
2012/13,Black,All,Warwickshire,212,4443,47.720000000000006
2013/14,Black,All,Warwickshire,216,4443,48.620000000000005
2014/15,Black,All,Warwickshire,156,4443,35.11
2015/16,Black,All,Warwickshire,177,4443,39.839999999999996
2016/17,Black,All,Warwickshire,113,4443,25.43
2017/18,Black,All,Warwickshire,147,4443,33.09
2018/19,Black,All,Warwickshire,114,4443,25.66
2019/20,Black,All,Warwickshire,138,4443,31.06
2006/07,Black,All,West Mercia,249,5062,49.190000000000005
2007/08,Black,All,West Mercia,251,5062,49.59
2008/09,Black,All,West Mercia,249,5062,49.190000000000005
2009/10,Black,All,West Mercia,262,5062,51.760000000000005
2010/11,Black,All,West Mercia,247,5062,48.790000000000006
2011/12,Black,All,West Mercia,217,5062,42.87
2012/13,Black,All,West Mercia,352,5062,69.54
2013/14,Black,All,West Mercia,386,5062,76.25
2014/15,Black,All,West Mercia,273,5062,53.93
2015/16,Black,All,West Mercia,286,5062,56.5
2016/17,Black,All,West Mercia,221,5062,43.660000000000004
2017/18,Black,All,West Mercia,231,5062,45.63
2018/19,Black,All,West Mercia,192,5062,37.93
2019/20,Black,All,West Mercia,210,5062,41.49
2006/07,Black,All,West Midlands,4872,164069,29.69
2007/08,Black,All,West Midlands,4492,164069,27.38
2008/09,Black,All,West Midlands,3865,164069,23.56
2009/10,Black,All,West Midlands,2630,164069,16.03
2010/11,Black,All,West Midlands,2720,164069,16.58
2011/12,Black,All,West Midlands,5478,164069,33.39
2012/13,Black,All,West Midlands,4144,164069,25.259999999999998
2013/14,Black,All,West Midlands,2775,164069,16.91
2014/15,Black,All,West Midlands,1910,164069,11.639999999999999
2015/16,Black,All,West Midlands,2668,164069,16.259999999999998
2016/17,Black,All,West Midlands,2285,164069,13.93
2017/18,Black,All,West Midlands,2054,164069,12.52
2018/19,Black,All,West Midlands,2972,164069,18.110000000000003
2019/20,Black,All,West Midlands,3680,164069,22.43
2006/07,Black,All,West Yorkshire,2461,46476,52.949999999999996
2007/08,Black,All,West Yorkshire,1662,46476,35.760000000000005
2008/09,Black,All,West Yorkshire,1771,46476,38.11
2009/10,Black,All,West Yorkshire,1477,46476,31.779999999999998
2010/11,Black,All,West Yorkshire,1212,46476,26.08
2011/12,Black,All,West Yorkshire,1507,46476,32.43
2012/13,Black,All,West Yorkshire,1269,46476,27.3
2013/14,Black,All,West Yorkshire,927,46476,19.95
2014/15,Black,All,West Yorkshire,573,46476,12.33
2015/16,Black,All,West Yorkshire,409,46476,8.8
2016/17,Black,All,West Yorkshire,369,46476,7.94
2017/18,Black,All,West Yorkshire,286,46476,6.1499999999999995
2018/19,Black,All,West Yorkshire,368,46476,7.92
2019/20,Black,All,West Yorkshire,677,46476,14.57
2006/07,Black,All,Wiltshire,225,6089,36.949999999999996
2007/08,Black,All,Wiltshire,152,6089,24.959999999999997
2008/09,Black,All,Wiltshire,234,6089,38.43
2009/10,Black,All,Wiltshire,257,6089,42.21
2010/11,Black,All,Wiltshire,296,6089,48.61
2011/12,Black,All,Wiltshire,254,6089,41.71
2012/13,Black,All,Wiltshire,358,6089,58.790000000000006
2013/14,Black,All,Wiltshire,321,6089,52.720000000000006
2014/15,Black,All,Wiltshire,173,6089,28.41
2015/16,Black,All,Wiltshire,148,6089,24.310000000000002
2016/17,Black,All,Wiltshire,116,6089,19.05
2017/18,Black,All,Wiltshire,71,6089,11.66
2018/19,Black,All,Wiltshire,72,6089,11.82
2019/20,Black,All,Wiltshire,100,6089,16.419999999999998
2019/20,Other,All,All - excluding BTP,9508,563696,16.87
2019/20,Other,Section 1,All - excluding BTP and Greater Manchester,9113,536271,16.17
2019/20,Other,Section 44/47a,All - excluding BTP and Greater Manchester,0,536271,0
2019/20,Other,Section 60,All - excluding BTP and Greater Manchester,344,536271,NA
2019/20,Other,All,All - excluding BTP and Greater Manchester,9457,536271,17.630000000000003
2019/20,Other,All,All - including BTP,9603,563696,17.04
2019/20,Other,All,All - including BTP and excluding Greater Manchester,9552,536271,17.810000000000002
2019/20,Other,All,Avon & Somerset,46,6404,7.18
2019/20,Other,All,Bedfordshire,22,4947,4.45
2019/20,Other,All,British Transport Police,95,NA,NA
2019/20,Other,All,Cambridgeshire,37,4977,7.430000000000001
2019/20,Other,All,Cheshire,15,2013,7.45
2019/20,Other,All,Cleveland,18,2280,7.89
2019/20,Other,All,Cumbria,0,452,0
2019/20,Other,All,Derbyshire,0,4262,0
2019/20,Other,All,Devon & Cornwall,18,3756,4.79
2019/20,Other,All,Dorset,13,2514,5.17
2019/20,Other,All,Durham,15,1083,13.850000000000001
2019/20,Other,All,Dyfed-Powys,0,1012,0
2019/20,Other,All,Essex,61,7101,8.59
2019/20,Other,All,Gloucestershire,6,1093,5.49
2019/20,Other,All,Greater Manchester,51,27425,1.86
2019/20,Other,All,Gwent,29,1951,14.860000000000001
2019/20,Other,All,Hampshire,44,9027,4.87
2019/20,Other,All,Hertfordshire,110,7088,15.52
2019/20,Other,All,Humberside,10,3574,2.8
2019/20,Other,All,Kent,369,8593,42.94
2019/20,Other,All,Lancashire,31,4351,7.119999999999999
2019/20,Other,All,Leicestershire,22,11238,1.96
2019/20,Other,All,Lincolnshire,11,1102,9.98
2019/20,Other,All,"London, City of",67,NA,NA
2019/20,Other,All,Merseyside,187,9975,18.75
2019/20,Other,All,Metropolitan Police,7491,280887,26.67
2019/20,Other,All,Norfolk,28,2217,12.629999999999999
2019/20,Other,All,North Wales,0,1921,0
2019/20,Other,All,North Yorkshire,11,2051,5.359999999999999
2019/20,Other,All,Northamptonshire,2,2598,0.77
2019/20,Other,All,Northumbria,10,7688,1.3
2019/20,Other,All,Nottinghamshire,52,6535,7.96
2019/20,Other,All,South Wales,112,10394,10.78
2019/20,Other,All,South Yorkshire,131,15194,8.62
2019/20,Other,All,Staffordshire,47,3426,13.719999999999999
2019/20,Other,All,Suffolk,84,2511,33.449999999999996
2019/20,Other,All,Surrey,51,9226,5.53
2019/20,Other,All,Sussex,75,8462,8.860000000000001
2019/20,Other,All,Thames Valley,58,15803,3.67
2019/20,Other,All,Warwickshire,18,2298,7.83
2019/20,Other,All,West Mercia,28,2112,13.26
2019/20,Other,All,West Midlands,32,42068,0.76
2019/20,Other,All,West Yorkshire,93,20091,4.63
2019/20,Other,All,Wiltshire,3,1842,1.6300000000000001
2006/07,White,All,All - excluding BTP,696709,48209395,14.450000000000001
2007/08,White,All,All - excluding BTP,812323,48209395,16.85
2008/09,White,All,All - excluding BTP,951396,48209395,19.73
2009/10,White,All,All - excluding BTP,865902,48209395,17.959999999999997
2009/10,White,Section 1,All - excluding BTP,785691,48209395,16.3
2009/10,White,Section 44/47a,All - excluding BTP,51164,48209395,1.26
2009/10,White,Section 60,All - excluding BTP,47879,48209395,0.99
2010/11,White,All,All - excluding BTP,819507,48209395,17
2010/11,White,Section 1,All - excluding BTP,806568,48209395,16.73
2010/11,White,Section 44/47a,All - excluding BTP,5198,48209395,0.12000000000000001
2010/11,White,Section 60,All - excluding BTP,19571,48209395,0.41000000000000003
2011/12,White,All,All - excluding BTP,772057,48209395,16.01
2011/12,White,Section 1,All - excluding BTP,763246,48209395,15.83
2011/12,White,Section 44/47a,All - excluding BTP,0,48209395,NA
2011/12,White,Section 60,All - excluding BTP,16238,48209395,0.33999999999999997
2012/13,White,All,All - excluding BTP,701595,48209395,14.55
2012/13,White,Section 1,All - excluding BTP,706081,48209395,14.65
2012/13,White,Section 44/47a,All - excluding BTP,0,48209395,NA
2012/13,White,Section 60,All - excluding BTP,2187,48209395,0.05
2013/14,White,All,All - excluding BTP,632820,48209395,13.129999999999999
2013/14,White,Section 1,All - excluding BTP,638832,48209395,13.25
2013/14,White,Section 44/47a,All - excluding BTP,0,48209395,NA
2013/14,White,Section 60,All - excluding BTP,1846,48209395,0.04
2014/15,White,All,All - excluding BTP,371590,48209395,7.71
2014/15,White,Section 1,All - excluding BTP,375059,48209395,7.78
2014/15,White,Section 44/47a,All - excluding BTP,0,48209395,NA
2014/15,White,Section 60,All - excluding BTP,661,48209395,0.01
2015/16,White,All,All - excluding BTP,230662,48209395,4.78
2015/16,White,Section 1,All - excluding BTP,225900,48209395,4.6899999999999995
2015/16,White,Section 44/47a,All - excluding BTP,0,48209395,NA
2015/16,White,Section 60,All - excluding BTP,547,48209395,0.01
2016/17,White,All,All - excluding BTP,167922,48209395,3.48
2016/17,White,Section 1,All - excluding BTP,169167,48209395,3.51
2016/17,White,Section 44/47a,All - excluding BTP,0,48209395,NA
2016/17,White,Section 60,All - excluding BTP,309,48209395,0.01
2017/18,White,All,All - excluding BTP,146001,48209395,3.03
2017/18,White,Section 1,All - excluding BTP,146660,48209395,3.04
2017/18,White,Section 44/47a,All - excluding BTP,0,48209395,0
2017/18,White,Section 60,All - excluding BTP,619,48209395,0.01
2018/19,White,All,All - excluding BTP,186273,48209395,3.86
2018/19,White,Section 1,All - excluding BTP,182514,48209395,3.79
2018/19,White,Section 44/47a,All - excluding BTP,0,48209395,0
2018/19,White,Section 60,All - excluding BTP,2501,48209395,NA
2019/20,White,All,All - excluding BTP,278179,48209395,5.7700000000000005
2019/20,White,Section 1,All - excluding BTP and Greater Manchester,270471,45961272,5.609999999999999
2019/20,White,Section 44/47a,All - excluding BTP and Greater Manchester,0,45961272,0
2019/20,White,Section 60,All - excluding BTP and Greater Manchester,6246,45961272,NA
2006/07,White,All,All - excluding BTP and Greater Manchester,661143,45961272,14.38
2007/08,White,All,All - excluding BTP and Greater Manchester,772106,45961272,16.8
2008/09,White,All,All - excluding BTP and Greater Manchester,910526,45961272,19.810000000000002
2009/10,White,All,All - excluding BTP and Greater Manchester,834416,45961272,18.150000000000002
2010/11,White,All,All - excluding BTP and Greater Manchester,781373,45961272,17
2011/12,White,All,All - excluding BTP and Greater Manchester,730881,45961272,15.9
2012/13,White,All,All - excluding BTP and Greater Manchester,675164,45961272,14.69
2013/14,White,All,All - excluding BTP and Greater Manchester,611775,45961272,13.31
2014/15,White,All,All - excluding BTP and Greater Manchester,361010,45961272,7.85
2015/16,White,All,All - excluding BTP and Greater Manchester,227066,45961272,4.94
2016/17,White,All,All - excluding BTP and Greater Manchester,166147,45961272,3.61
2017/18,White,All,All - excluding BTP and Greater Manchester,144439,45961272,3.14
2018/19,White,All,All - excluding BTP and Greater Manchester,183470,45961272,3.9899999999999998
2019/20,White,All,All - excluding BTP and Greater Manchester,276717,45961272,6.02
2009/10,White,All,All - including BTP,894178,48209395,18.55
2010/11,White,All,All - including BTP,831689,48209395,17.25
2011/12,White,All,All - including BTP,779484,48209395,16.17
2012/13,White,All,All - including BTP,708268,48209395,14.69
2013/14,White,All,All - including BTP,640678,48209395,13.29
2014/15,White,All,All - including BTP,375720,48209395,7.79
2015/16,White,All,All - including BTP,232875,48209395,4.83
2016/17,White,All,All - including BTP,169476,48209395,3.52
2017/18,White,All,All - including BTP,147439,48209395,3.06
2018/19,White,All,All - including BTP,189019,48209395,3.92
2019/20,White,All,All - including BTP,282123,48209395,5.85
2006/07,White,All,All - including BTP and excluding Greater Manchester,NA,NA,NA
2007/08,White,All,All - including BTP and excluding Greater Manchester,NA,NA,NA
2008/09,White,All,All - including BTP and excluding Greater Manchester,NA,NA,NA
2009/10,White,All,All - including BTP and excluding Greater Manchester,862692,45961272,18.77
2010/11,White,All,All - including BTP and excluding Greater Manchester,793555,45961272,17.27
2011/12,White,All,All - including BTP and excluding Greater Manchester,738308,45961272,16.06
2012/13,White,All,All - including BTP and excluding Greater Manchester,681837,45961272,14.84
2013/14,White,All,All - including BTP and excluding Greater Manchester,619633,45961272,13.48
2014/15,White,All,All - including BTP and excluding Greater Manchester,365140,45961272,7.94
2015/16,White,All,All - including BTP and excluding Greater Manchester,229279,45961272,4.99
2016/17,White,All,All - including BTP and excluding Greater Manchester,167701,45961272,3.65
2017/18,White,All,All - including BTP and excluding Greater Manchester,145877,45961272,3.17
2018/19,White,All,All - including BTP and excluding Greater Manchester,186216,45961272,4.05
2019/20,White,All,All - including BTP and excluding Greater Manchester,280661,45961272,6.109999999999999
2006/07,White,All,Avon & Somerset,7915,1491970,5.31
2007/08,White,All,Avon & Somerset,7648,1491970,5.13
2008/09,White,All,Avon & Somerset,10697,1491970,7.17
2009/10,White,All,Avon & Somerset,11453,1491970,7.68
2010/11,White,All,Avon & Somerset,13190,1491970,8.84
2011/12,White,All,Avon & Somerset,18691,1491970,12.53
2012/13,White,All,Avon & Somerset,26150,1491970,17.53
2013/14,White,All,Avon & Somerset,20838,1491970,13.97
2014/15,White,All,Avon & Somerset,8645,1491970,5.79
2015/16,White,All,Avon & Somerset,4205,1491970,2.82
2016/17,White,All,Avon & Somerset,4023,1491970,2.7
2017/18,White,All,Avon & Somerset,3771,1491970,2.53
2018/19,White,All,Avon & Somerset,3697,1491970,2.48
2019/20,White,All,Avon & Somerset,4840,1491970,3.24
2006/07,White,All,Bedfordshire,2810,476647,5.9
2007/08,White,All,Bedfordshire,3092,476647,6.49
2008/09,White,All,Bedfordshire,5242,476647,11
2009/10,White,All,Bedfordshire,4551,476647,9.55
2010/11,White,All,Bedfordshire,5853,476647,12.28
2011/12,White,All,Bedfordshire,4911,476647,10.3
2012/13,White,All,Bedfordshire,5087,476647,10.67
2013/14,White,All,Bedfordshire,3897,476647,8.18
2014/15,White,All,Bedfordshire,1641,476647,3.44
2015/16,White,All,Bedfordshire,1234,476647,2.59
2016/17,White,All,Bedfordshire,907,476647,1.9
2017/18,White,All,Bedfordshire,738,476647,1.55
2018/19,White,All,Bedfordshire,946,476647,1.98
2019/20,White,All,Bedfordshire,1552,476647,3.2600000000000002
2009/10,White,All,British Transport Police,28276,NA,NA
2010/11,White,All,British Transport Police,12182,NA,NA
2011/12,White,All,British Transport Police,7427,NA,NA
2012/13,White,All,British Transport Police,6673,NA,NA
2013/14,White,All,British Transport Police,7858,NA,NA
2014/15,White,All,British Transport Police,4130,NA,NA
2015/16,White,All,British Transport Police,2213,NA,NA
2016/17,White,All,British Transport Police,1554,NA,NA
2017/18,White,All,British Transport Police,1438,NA,NA
2018/19,White,All,British Transport Police,2746,NA,NA
2019/20,White,All,British Transport Police,3944,NA,NA
2006/07,White,All,Cambridgeshire,7610,726531,10.47
2007/08,White,All,Cambridgeshire,8772,726531,12.07
2008/09,White,All,Cambridgeshire,4740,726531,6.52
2009/10,White,All,Cambridgeshire,5396,726531,7.430000000000001
2010/11,White,All,Cambridgeshire,11382,726531,15.67
2011/12,White,All,Cambridgeshire,14917,726531,20.53
2012/13,White,All,Cambridgeshire,14237,726531,19.6
2013/14,White,All,Cambridgeshire,10690,726531,14.709999999999999
2014/15,White,All,Cambridgeshire,4850,726531,6.68
2015/16,White,All,Cambridgeshire,2289,726531,3.15
2016/17,White,All,Cambridgeshire,856,726531,1.1800000000000002
2017/18,White,All,Cambridgeshire,640,726531,0.88
2018/19,White,All,Cambridgeshire,1059,726531,1.46
2019/20,White,All,Cambridgeshire,1572,726531,2.16
2006/07,White,All,Cheshire,6198,995998,6.22
2007/08,White,All,Cheshire,5339,995998,5.359999999999999
2008/09,White,All,Cheshire,4768,995998,4.79
2009/10,White,All,Cheshire,4971,995998,4.99
2010/11,White,All,Cheshire,5746,995998,5.7700000000000005
2011/12,White,All,Cheshire,7467,995998,7.5
2012/13,White,All,Cheshire,4745,995998,4.76
2013/14,White,All,Cheshire,6179,995998,6.2
2014/15,White,All,Cheshire,8694,995998,8.729999999999999
2015/16,White,All,Cheshire,3689,995998,3.7
2016/17,White,All,Cheshire,1919,995998,1.93
2017/18,White,All,Cheshire,1792,995998,1.8
2018/19,White,All,Cheshire,1980,995998,1.99
2019/20,White,All,Cheshire,3176,995998,3.19
2006/07,White,All,Cleveland,10597,526456,20.130000000000003
2007/08,White,All,Cleveland,14433,526456,27.419999999999998
2008/09,White,All,Cleveland,16363,526456,31.08
2009/10,White,All,Cleveland,23112,526456,43.9
2010/11,White,All,Cleveland,28793,526456,54.690000000000005
2011/12,White,All,Cleveland,29392,526456,55.83
2012/13,White,All,Cleveland,29905,526456,56.8
2013/14,White,All,Cleveland,23594,526456,44.82
2014/15,White,All,Cleveland,8799,526456,16.71
2015/16,White,All,Cleveland,2548,526456,4.84
2016/17,White,All,Cleveland,858,526456,1.6300000000000001
2017/18,White,All,Cleveland,721,526456,1.37
2018/19,White,All,Cleveland,711,526456,1.35
2019/20,White,All,Cleveland,1553,526456,2.9499999999999997
2006/07,White,All,Cumbria,7982,492257,16.22
2007/08,White,All,Cumbria,8638,492257,17.55
2008/09,White,All,Cumbria,8307,492257,16.88
2009/10,White,All,Cumbria,10142,492257,20.6
2010/11,White,All,Cumbria,10023,492257,20.36
2011/12,White,All,Cumbria,13514,492257,27.45
2012/13,White,All,Cumbria,12082,492257,24.54
2013/14,White,All,Cumbria,9348,492257,18.99
2014/15,White,All,Cumbria,5476,492257,11.12
2015/16,White,All,Cumbria,3407,492257,6.92
2016/17,White,All,Cumbria,1711,492257,3.48
2017/18,White,All,Cumbria,1329,492257,2.7
2018/19,White,All,Cumbria,1515,492257,3.08
2019/20,White,All,Cumbria,1835,492257,3.73
2006/07,White,All,Derbyshire,7538,949845,7.94
2007/08,White,All,Derbyshire,7252,949845,7.63
2008/09,White,All,Derbyshire,6829,949845,7.1899999999999995
2009/10,White,All,Derbyshire,7404,949845,7.79
2010/11,White,All,Derbyshire,10157,949845,10.69
2011/12,White,All,Derbyshire,13180,949845,13.88
2012/13,White,All,Derbyshire,10904,949845,11.48
2013/14,White,All,Derbyshire,5157,949845,5.430000000000001
2014/15,White,All,Derbyshire,4622,949845,4.87
2015/16,White,All,Derbyshire,3003,949845,3.16
2016/17,White,All,Derbyshire,1445,949845,1.52
2017/18,White,All,Derbyshire,900,949845,0.9500000000000001
2018/19,White,All,Derbyshire,1122,949845,1.1800000000000002
2019/20,White,All,Derbyshire,1267,949845,1.33
2006/07,White,All,Devon & Cornwall,23916,1627306,14.7
2007/08,White,All,Devon & Cornwall,20120,1627306,12.360000000000001
2008/09,White,All,Devon & Cornwall,21250,1627306,13.06
2009/10,White,All,Devon & Cornwall,22314,1627306,13.709999999999999
2010/11,White,All,Devon & Cornwall,19016,1627306,11.69
2011/12,White,All,Devon & Cornwall,16397,1627306,10.08
2012/13,White,All,Devon & Cornwall,12694,1627306,7.8
2013/14,White,All,Devon & Cornwall,12548,1627306,7.71
2014/15,White,All,Devon & Cornwall,7561,1627306,4.6499999999999995
2015/16,White,All,Devon & Cornwall,5563,1627306,3.42
2016/17,White,All,Devon & Cornwall,4535,1627306,2.79
2017/18,White,All,Devon & Cornwall,4198,1627306,2.58
2018/19,White,All,Devon & Cornwall,3927,1627306,2.4099999999999997
2019/20,White,All,Devon & Cornwall,4139,1627306,2.54
2006/07,White,All,Dorset,6061,714637,8.48
2007/08,White,All,Dorset,7053,714637,9.870000000000001
2008/09,White,All,Dorset,5896,714637,8.25
2009/10,White,All,Dorset,5950,714637,8.33
2010/11,White,All,Dorset,6238,714637,8.729999999999999
2011/12,White,All,Dorset,6344,714637,8.88
2012/13,White,All,Dorset,6953,714637,9.729999999999999
2013/14,White,All,Dorset,7468,714637,10.450000000000001
2014/15,White,All,Dorset,6295,714637,8.81
2015/16,White,All,Dorset,3731,714637,5.22
2016/17,White,All,Dorset,2540,714637,3.55
2017/18,White,All,Dorset,1886,714637,2.64
2018/19,White,All,Dorset,1775,714637,2.48
2019/20,White,All,Dorset,1524,714637,2.13
2006/07,White,All,Durham,8230,605364,13.6
2007/08,White,All,Durham,7918,605364,13.08
2008/09,White,All,Durham,5205,605364,8.6
2009/10,White,All,Durham,5795,605364,9.57
2010/11,White,All,Durham,4848,605364,8.01
2011/12,White,All,Durham,5227,605364,8.629999999999999
2012/13,White,All,Durham,8443,605364,13.950000000000001
2013/14,White,All,Durham,11968,605364,19.77
2014/15,White,All,Durham,8110,605364,13.4
2015/16,White,All,Durham,4385,605364,7.24
2016/17,White,All,Durham,1664,605364,2.75
2017/18,White,All,Durham,1426,605364,2.36
2018/19,White,All,Durham,1656,605364,2.74
2019/20,White,All,Durham,1879,605364,3.1
2006/07,White,All,Dyfed-Powys,8274,504714,16.39
2007/08,White,All,Dyfed-Powys,6942,504714,13.75
2008/09,White,All,Dyfed-Powys,9956,504714,19.73
2009/10,White,All,Dyfed-Powys,11825,504714,23.43
2010/11,White,All,Dyfed-Powys,13962,504714,27.66
2011/12,White,All,Dyfed-Powys,12754,504714,25.27
2012/13,White,All,Dyfed-Powys,12908,504714,25.57
2013/14,White,All,Dyfed-Powys,8758,504714,17.35
2014/15,White,All,Dyfed-Powys,4988,504714,9.88
2015/16,White,All,Dyfed-Powys,3552,504714,7.04
2016/17,White,All,Dyfed-Powys,2238,504714,4.430000000000001
2017/18,White,All,Dyfed-Powys,1969,504714,3.9
2018/19,White,All,Dyfed-Powys,2549,504714,5.05
2019/20,White,All,Dyfed-Powys,2853,504714,5.6499999999999995
2006/07,White,All,Essex,8604,1608308,5.35
2007/08,White,All,Essex,11856,1608308,7.37
2008/09,White,All,Essex,10858,1608308,6.75
2009/10,White,All,Essex,8222,1608308,5.109999999999999
2010/11,White,All,Essex,5093,1608308,3.17
2011/12,White,All,Essex,3144,1608308,1.95
2012/13,White,All,Essex,3747,1608308,2.3299999999999996
2013/14,White,All,Essex,7621,1608308,4.74
2014/15,White,All,Essex,4098,1608308,2.55
2015/16,White,All,Essex,1762,1608308,1.1
2016/17,White,All,Essex,2468,1608308,1.53
2017/18,White,All,Essex,2330,1608308,1.45
2018/19,White,All,Essex,6118,1608308,3.8
2019/20,White,All,Essex,14410,1608308,8.96
2006/07,White,All,Gloucestershire,4427,569647,7.7700000000000005
2007/08,White,All,Gloucestershire,5144,569647,9.03
2008/09,White,All,Gloucestershire,5696,569647,10
2009/10,White,All,Gloucestershire,4928,569647,8.65
2010/11,White,All,Gloucestershire,3960,569647,6.95
2011/12,White,All,Gloucestershire,4407,569647,7.74
2012/13,White,All,Gloucestershire,4211,569647,7.39
2013/14,White,All,Gloucestershire,4039,569647,7.09
2014/15,White,All,Gloucestershire,2406,569647,4.22
2015/16,White,All,Gloucestershire,1759,569647,3.09
2016/17,White,All,Gloucestershire,1465,569647,2.57
2017/18,White,All,Gloucestershire,1377,569647,2.42
2018/19,White,All,Gloucestershire,1496,569647,2.63
2019/20,White,All,Gloucestershire,1828,569647,3.21
2006/07,White,All,Greater Manchester,35566,2248123,15.82
2007/08,White,All,Greater Manchester,40217,2248123,17.89
2008/09,White,All,Greater Manchester,40870,2248123,18.18
2009/10,White,All,Greater Manchester,31486,2248123,14.01
2010/11,White,All,Greater Manchester,38134,2248123,16.959999999999997
2011/12,White,All,Greater Manchester,41176,2248123,18.32
2012/13,White,All,Greater Manchester,26431,2248123,11.76
2013/14,White,All,Greater Manchester,21045,2248123,9.360000000000001
2014/15,White,All,Greater Manchester,10580,2248123,4.71
2015/16,White,All,Greater Manchester,3596,2248123,1.6
2016/17,White,All,Greater Manchester,1775,2248123,0.7899999999999999
2017/18,White,All,Greater Manchester,1562,2248123,0.69
2018/19,White,All,Greater Manchester,2803,2248123,1.25
2019/20,White,All,Greater Manchester,1462,2248123,0.65
2006/07,White,All,Gwent,5206,554377,9.39
2007/08,White,All,Gwent,6793,554377,12.25
2008/09,White,All,Gwent,6444,554377,11.62
2009/10,White,All,Gwent,8085,554377,14.58
2010/11,White,All,Gwent,7287,554377,13.139999999999999
2011/12,White,All,Gwent,6523,554377,11.77
2012/13,White,All,Gwent,8376,554377,15.11
2013/14,White,All,Gwent,3755,554377,6.7700000000000005
2014/15,White,All,Gwent,1931,554377,3.48
2015/16,White,All,Gwent,1011,554377,1.82
2016/17,White,All,Gwent,1218,554377,2.2
2017/18,White,All,Gwent,626,554377,1.1300000000000001
2018/19,White,All,Gwent,1545,554377,2.79
2019/20,White,All,Gwent,2150,554377,3.88
2006/07,White,All,Hampshire,21394,1771378,12.08
2007/08,White,All,Hampshire,21548,1771378,12.16
2008/09,White,All,Hampshire,22857,1771378,12.9
2009/10,White,All,Hampshire,18785,1771378,10.6
2010/11,White,All,Hampshire,23574,1771378,13.31
2011/12,White,All,Hampshire,28529,1771378,16.110000000000003
2012/13,White,All,Hampshire,27672,1771378,15.62
2013/14,White,All,Hampshire,25390,1771378,14.33
2014/15,White,All,Hampshire,15593,1771378,8.8
2015/16,White,All,Hampshire,8907,1771378,5.03
2016/17,White,All,Hampshire,6666,1771378,3.7600000000000002
2017/18,White,All,Hampshire,5961,1771378,3.3699999999999997
2018/19,White,All,Hampshire,5888,1771378,3.32
2019/20,White,All,Hampshire,6537,1771378,3.69
2006/07,White,All,Hertfordshire,8527,977495,8.719999999999999
2007/08,White,All,Hertfordshire,9534,977495,9.75
2008/09,White,All,Hertfordshire,15219,977495,15.57
2009/10,White,All,Hertfordshire,10375,977495,10.61
2010/11,White,All,Hertfordshire,8301,977495,8.49
2011/12,White,All,Hertfordshire,7514,977495,7.6899999999999995
